권역,권역명,철도운영기관명,노선명,순번,역명,위도,경도
02,부산,코레일,동해,13,오시리아,35.196256,129.208291
02,부산,코레일,동해,14,기장,35.244627,129.2188951
02,부산,코레일,동해,15,일광,35.2675565,129.2330307
02,부산,코레일,동해,16,좌천,35.311838,129.245197
02,부산,코레일,동해,17,월내,35.328177,129.276626
02,부산,코레일,동해,18,서생,35.346121,129.29304
02,부산,코레일,동해,19,남창,35.419713,129.28223
02,부산,코레일,동해,20,망양,35.456519,129.287856
02,부산,코레일,동해,21,덕하,35.494007,129.303094
02,부산,코레일,동해,22,개운포,35.507884,129.321097
02,부산,코레일,동해,23,태화강,35.538669,129.353269
03,대구,코레일,대경선,1,경산,35.8192,128.7276
03,대구,코레일,대경선,2,동대구역,35.8791,128.628652
03,대구,코레일,대경선,3,대구역,35.876,128.5961
03,대구,코레일,대경선,4,서대구역,35.881734,128.540121
03,대구,코레일,대경선,5,왜관,35.991821,128.400391
03,대구,코레일,대경선,6,사곡,36.098508,128.356416
03,대구,코레일,대경선,7,구미,36.1282,128.331
01,수도권,남양주도시공사,4호선,1,진접,37.720472,127.203167
01,수도권,남양주도시공사,4호선,2,오남,37.7054056,127.191644
01,수도권,남양주도시공사,4호선,3,별내별가람,37.667833,127.116167
01,수도권,남양주도시공사,8호선,1,별내,37.642517,127.1273
01,수도권,남양주도시공사,8호선,2,다산,37.62437,127.1498
01,수도권,서울교통공사,1호선,28,청량리(서울시립대입구),37.580148,127.045063
01,수도권,서울교통공사,1호선,29,제기동,37.578116,127.034902
01,수도권,서울교통공사,1호선,30,신설동,37.576117,127.02471
01,수도권,서울교통공사,1호선,31,동묘앞,37.573265,127.016459
01,수도권,서울교통공사,1호선,32,동대문,37.571646,127.01069
01,수도권,서울교통공사,1호선,33,종로5가,37.570971,127.0019
01,수도권,서울교통공사,1호선,34,종로3가,37.570429,126.992095
01,수도권,서울교통공사,1호선,35,종각,37.570203,126.983116
01,수도권,서울교통공사,1호선,36,시청,37.565211,126.977207
01,수도권,서울교통공사,1호선,37,서울역,37.55585,126.972103
01,수도권,서울교통공사,2호선,1,시청,37.563534,126.975271
01,수도권,서울교통공사,2호선,2,충정로(경기대입구),37.559742,126.964455
01,수도권,서울교통공사,2호선,3,아현,37.557407,126.956079
01,수도권,서울교통공사,2호선,4,이대,37.556734,126.945897
01,수도권,서울교통공사,2호선,5,신촌,37.555153,126.93689
01,수도권,서울교통공사,2호선,6,홍대입구,37.556748,126.923643
01,수도권,서울교통공사,2호선,7,합정,37.550025,126.914557
01,수도권,서울교통공사,2호선,8,당산,37.534807,126.902611
01,수도권,서울교통공사,2호선,9,영등포구청,37.525766,126.896627
01,수도권,서울교통공사,2호선,10,문래,37.517993,126.894766
01,수도권,서울교통공사,2호선,11,신도림,37.508815,126.891222
01,수도권,서울교통공사,2호선,12,대림(구로구청),37.4932826,126.8949793
01,수도권,서울교통공사,2호선,12,도림천,37.5145589,126.882586
01,수도권,서울교통공사,2호선,13,구로디지털단지,37.4852931,126.901456
01,수도권,서울교통공사,2호선,13,양천구청,37.5123294,126.865593
01,수도권,서울교통공사,2호선,14,신대방,37.487604,126.913479
01,수도권,서울교통공사,2호선,14,신정네거리,37.520218,126.852849
01,수도권,서울교통공사,2호선,15,까치산,37.53221,126.846466
01,수도권,서울교통공사,2호선,15,신림,37.484216,126.929573
01,수도권,서울교통공사,2호선,16,봉천,37.482416,126.941696
01,수도권,서울교통공사,2호선,17,서울대입구(관악구청),37.481233,126.952745
01,수도권,서울교통공사,2호선,18,낙성대,37.47713,126.963583
01,수도권,서울교통공사,2호선,19,사당,37.476536,126.981631
01,수도권,서울교통공사,2호선,20,방배,37.481469,126.997627
01,수도권,서울교통공사,2호선,21,서초,37.49191,127.007685
01,수도권,서울교통공사,2호선,22,교대(법원.검찰청),37.493957,127.014431
01,수도권,서울교통공사,2호선,23,강남,37.49805,127.02795
01,수도권,서울교통공사,2호선,24,역삼,37.500658,127.03643
01,수도권,서울교통공사,2호선,25,선릉,37.504477,127.048974
01,수도권,서울교통공사,2호선,26,삼성(무역센터),37.508827,127.063203
01,수도권,서울교통공사,2호선,27,종합운동장,37.511128,127.073841
01,수도권,서울교통공사,2호선,28,잠실새내,37.511653,127.086224
01,수도권,서울교통공사,2호선,29,잠실(송파구청),37.513305,127.100129
01,수도권,서울교통공사,2호선,30,잠실나루,37.520688,127.103836
01,수도권,서울교통공사,2호선,31,강변(동서울터미널),37.535161,127.094684
01,수도권,서울교통공사,2호선,32,구의(광진구청),37.537157,127.0862124
01,수도권,서울교통공사,2호선,33,건대입구,37.540408,127.069231
01,수도권,서울교통공사,2호선,34,성수,37.544628,127.055983
01,수도권,서울교통공사,2호선,35,뚝섬,37.54718,127.047413
01,수도권,서울교통공사,2호선,35,용답,37.562066,127.0508786
01,수도권,서울교통공사,2호선,36,신답,37.569847,127.047048
01,수도권,서울교통공사,2호선,36,한양대,37.555758,127.0436594
01,수도권,서울교통공사,2호선,37,왕십리,37.561289,127.0370615
01,수도권,서울교통공사,2호선,37,용두(동대문구청),37.574012,127.03811
01,수도권,서울교통공사,2호선,38,상왕십리,37.564444,127.029322
01,수도권,서울교통공사,2호선,38,신설동,37.574653,127.025158
01,수도권,서울교통공사,2호선,39,신당,37.565675,127.0194259
01,수도권,서울교통공사,2호선,40,동대문역사문화공원,37.565609,127.009083
01,수도권,서울교통공사,2호선,41,을지로4가,37.566611,126.997622
01,수도권,서울교통공사,2호선,42,을지로3가,37.566292,126.990873
01,수도권,서울교통공사,2호선,43,을지로입구,37.565998,126.982569
01,수도권,서울교통공사,3호선,11,지축,37.648151,126.913751
01,수도권,서울교통공사,3호선,12,구파발,37.636612,126.918827
01,수도권,서울교통공사,3호선,13,연신내,37.619295,126.920959
01,수도권,서울교통공사,3호선,14,불광,37.610154,126.930183
01,수도권,서울교통공사,3호선,15,녹번,37.600882,126.935758
01,수도권,서울교통공사,3호선,16,홍제,37.588851,126.944092
01,수도권,서울교통공사,3호선,17,무악재,37.582658,126.950131
01,수도권,서울교통공사,3호선,18,독립문,37.574534,126.957902
01,수도권,서울교통공사,3호선,19,경복궁(정부서울청사),37.575844,126.973576
01,수도권,서울교통공사,3호선,20,안국,37.576562,126.98547
01,수도권,서울교통공사,3호선,21,종로3가,37.571537,126.991837
01,수도권,서울교통공사,3호선,22,을지로3가,37.566299,126.992616
01,수도권,서울교통공사,3호선,23,충무로,37.561382,126.994173
01,수도권,서울교통공사,3호선,24,동대입구,37.55906,127.005273
01,수도권,서울교통공사,3호선,25,약수,37.554554,127.010858
01,수도권,서울교통공사,3호선,26,금호,37.548269,127.015785
01,수도권,서울교통공사,3호선,27,옥수,37.541653,127.017303
01,수도권,서울교통공사,3호선,28,압구정,37.526169,127.028502
01,수도권,서울교통공사,3호선,29,신사,37.516438,127.020247
01,수도권,서울교통공사,3호선,30,잠원,37.512989,127.011613
01,수도권,서울교통공사,3호선,31,고속터미널,37.504953,127.004916
01,수도권,서울교통공사,3호선,32,교대(법원.검찰청),37.49306,127.013796
01,수도권,서울교통공사,3호선,33,남부터미널(예술의전당),37.48494,127.016289
01,수도권,서울교통공사,3호선,34,양재(서초구청),37.48458,127.03423
01,수도권,서울교통공사,3호선,35,매봉,37.487114,127.046907
01,수도권,서울교통공사,3호선,36,도곡,37.491129,127.055694
01,수도권,서울교통공사,3호선,37,대치,37.494601,127.063449
01,수도권,서울교통공사,3호선,38,학여울,37.496787,127.0708601
01,수도권,서울교통공사,3호선,39,대청,37.493607,127.079526
01,수도권,서울교통공사,3호선,40,일원,37.48389,127.08416
01,수도권,서울교통공사,3호선,41,수서,37.4875,127.101924
01,수도권,서울교통공사,3호선,42,가락시장,37.492318,127.1177
01,수도권,서울교통공사,3호선,43,경찰병원,37.495754,127.124198
01,수도권,서울교통공사,3호선,44,오금,37.502288,127.128344
01,수도권,서울교통공사,4호선,4,불암산(당고개),37.67009,127.079004
01,수도권,서울교통공사,4호선,5,상계,37.660576,127.073199
01,수도권,서울교통공사,4호선,6,노원,37.656274,127.063183
01,수도권,서울교통공사,4호선,7,창동,37.653315,127.048304
01,수도권,서울교통공사,4호선,8,쌍문,37.648274,127.034381
01,수도권,서울교통공사,4호선,9,수유(강북구청),37.637727,127.025371
01,수도권,서울교통공사,4호선,10,미아,37.626435,127.026151
01,수도권,서울교통공사,4호선,11,미아사거리,37.613276,127.030083
01,수도권,서울교통공사,4호선,12,길음,37.603387,127.025053
01,수도권,서울교통공사,4호선,13,성신여대입구(돈암),37.592882,127.016908
01,수도권,서울교통공사,4호선,14,한성대입구(삼선교),37.58838,127.005951
01,수도권,서울교통공사,4호선,15,혜화,37.582116,127.001929
01,수도권,서울교통공사,4호선,16,동대문,37.57099,127.00925
01,수도권,서울교통공사,4호선,17,동대문역사문화공원,37.565141,127.007808
01,수도권,서울교통공사,4호선,18,충무로,37.561352,126.994573
01,수도권,서울교통공사,4호선,19,명동,37.560955,126.986271
01,수도권,서울교통공사,4호선,20,회현(남대문시장),37.558698,126.978346
01,수도권,서울교통공사,4호선,21,서울역,37.553172,126.972706
01,수도권,서울교통공사,4호선,22,숙대입구(갈월),37.5447834,126.9721
01,수도권,서울교통공사,4호선,23,삼각지,37.534457,126.972992
01,수도권,서울교통공사,4호선,24,신용산,37.52919,126.96858
01,수도권,서울교통공사,4호선,25,이촌(국립중앙박물관),37.52919,126.9679818
01,수도권,서울교통공사,4호선,26,동작(현충원),37.503567,126.980171
01,수도권,서울교통공사,4호선,27,총신대입구(이수),37.487521,126.982309
01,수도권,서울교통공사,4호선,28,사당,37.476263,126.981636
01,수도권,서울교통공사,4호선,29,남태령,37.464339,126.989081
01,수도권,서울교통공사,5호선,1,방화,37.577669,126.812822
01,수도권,서울교통공사,5호선,2,개화산,37.572458,126.806838
01,수도권,서울교통공사,5호선,3,김포공항,37.56217,126.801273
01,수도권,서울교통공사,5호선,4,송정,37.561201,126.812052
01,수도권,서울교통공사,5호선,5,마곡,37.55865,126.837693
01,수도권,서울교통공사,5호선,6,발산,37.562182,126.82693
01,수도권,서울교통공사,5호선,7,우장산,37.548864,126.83633
01,수도권,서울교통공사,5호선,8,화곡,37.541585,126.840436
01,수도권,서울교통공사,5호선,9,까치산,37.53221,126.846466
01,수도권,서울교통공사,5호선,10,신정(은행정),37.525001,126.856176
01,수도권,서울교통공사,5호선,11,목동,37.526088,126.864296
01,수도권,서울교통공사,5호선,12,오목교(목동운동장앞),37.524557,126.875049
01,수도권,서울교통공사,5호선,13,양평,37.525614,126.886177
01,수도권,서울교통공사,5호선,14,영등포구청,37.524209,126.895022
01,수도권,서울교통공사,5호선,15,영등포시장,37.52276,126.905143
01,수도권,서울교통공사,5호선,16,신길,37.51763,126.914886
01,수도권,서울교통공사,5호선,17,여의도,37.521678,126.924318
01,수도권,서울교통공사,5호선,18,여의나루,37.527045,126.932807
01,수도권,서울교통공사,5호선,19,마포,37.539718,126.946043
01,수도권,서울교통공사,5호선,20,공덕,37.544005,126.951058
01,수도권,서울교통공사,5호선,21,애오개,37.553592,126.956733
01,수도권,서울교통공사,5호선,22,충정로(경기대입구),37.560061,126.962783
01,수도권,서울교통공사,5호선,23,서대문,37.565812,126.966639
01,수도권,서울교통공사,5호선,24,광화문(세종문화회관),37.571645,126.976568
01,수도권,서울교통공사,5호선,25,종로3가(탑골공원),37.572546,126.990447
01,수도권,서울교통공사,5호선,26,을지로4가,37.56728,126.998127
01,수도권,서울교통공사,5호선,27,동대문역사문화공원,37.564682,127.00533
01,수도권,서울교통공사,5호선,28,청구,37.560237,127.01379
01,수도권,서울교통공사,5호선,29,신금호,37.554504,127.020403
01,수도권,서울교통공사,5호선,30,행당,37.557297,127.029482
01,수도권,서울교통공사,5호선,31,왕십리,37.56197,127.037264
01,수도권,서울교통공사,5호선,32,마장,37.566066,127.042921
01,수도권,서울교통공사,5호선,33,답십리,37.566833,127.05266
01,수도권,서울교통공사,5호선,34,장한평,37.561438,127.064601
01,수도권,서울교통공사,5호선,35,군자(능동),37.557102,127.079559
01,수도권,서울교통공사,5호선,36,아차산(어린이대공원후문),37.552005,127.089609
01,수도권,서울교통공사,5호선,37,광나루(장신대),37.545301,127.103478
01,수도권,서울교통공사,5호선,38,천호(풍납토성),37.538566,127.123539
01,수도권,서울교통공사,5호선,39,강동,37.53581,127.13249
01,수도권,서울교통공사,5호선,40,길동,37.538022,127.140085
01,수도권,서울교통공사,5호선,40,둔촌동,37.527787,127.136219
01,수도권,서울교통공사,5호선,41,굽은다리(강동구민회관앞),37.545442,127.142844
01,수도권,서울교통공사,5호선,41,올림픽공원(한국체대),37.516217,127.130957
01,수도권,서울교통공사,5호선,42,명일,37.551317,127.144002
01,수도권,서울교통공사,5호선,42,방이,37.508752,127.126054
01,수도권,서울교통공사,5호선,43,고덕,37.555002,127.154214
01,수도권,서울교통공사,5호선,43,오금,37.502228,127.127701
01,수도권,서울교통공사,5호선,44,개롱,37.498097,127.134817
01,수도권,서울교통공사,5호선,44,상일동,37.556714,127.166381
01,수도권,서울교통공사,5호선,45,강일,37.557521,127.176018
01,수도권,서울교통공사,5호선,45,거여,37.493208,127.143983
01,수도권,서울교통공사,5호선,46,마천,37.494972,127.152784
01,수도권,서울교통공사,5호선,46,미사,37.56309,127.192954
01,수도권,서울교통공사,5호선,47,하남풍산,37.552201,127.203897
01,수도권,서울교통공사,5호선,49,하남시청(덕풍.신장),37.541723,127.206901
01,수도권,서울교통공사,5호선,50,하남검단산역,37.539729,127.223427
01,수도권,서울교통공사,6호선,1,응암,37.59859,126.915583
01,수도권,서울교통공사,6호선,2,역촌,37.60605,126.922764
01,수도권,서울교통공사,6호선,3,불광,37.610919,126.929504
01,수도권,서울교통공사,6호선,4,독바위,37.618413,126.933035
01,수도권,서울교통공사,6호선,5,연신내,37.618483,126.920403
01,수도권,서울교통공사,6호선,6,구산,37.611196,126.9172519
01,수도권,서울교통공사,6호선,7,새절(신사),37.591148,126.913613
01,수도권,서울교통공사,6호선,8,증산(명지대앞),37.583989,126.909785
01,수도권,서울교통공사,6호선,9,디지털미디어시티,37.5760805,126.901343
01,수도권,서울교통공사,6호선,10,월드컵경기장(성산),37.569439,126.899077
01,수도권,서울교통공사,6호선,11,마포구청,37.563529,126.903356
01,수도권,서울교통공사,6호선,12,망원,37.556031,126.910129
01,수도권,서울교통공사,6호선,13,합정,37.549033,126.913546
01,수도권,서울교통공사,6호선,14,상수,37.547704,126.92292
01,수도권,서울교통공사,6호선,15,광흥창(서강),37.547464,126.931971
01,수도권,서울교통공사,6호선,16,대흥(서강대앞),37.547732,126.942214
01,수도권,서울교통공사,6호선,17,공덕,37.543592,126.951664
01,수도권,서울교통공사,6호선,18,효창공원앞,37.539279,126.961348
01,수도권,서울교통공사,6호선,19,삼각지,37.535563,126.973996
01,수도권,서울교통공사,6호선,20,녹사평(용산구청),37.53469,126.98665
01,수도권,서울교통공사,6호선,21,이태원,37.534485,126.994369
01,수도권,서울교통공사,6호선,22,한강진,37.53956,127.001729
01,수도권,서울교통공사,6호선,23,버티고개,37.547933,127.006948
01,수도권,서울교통공사,6호선,24,약수,37.554087,127.010237
01,수도권,서울교통공사,6호선,25,청구,37.560221,127.013776
01,수도권,서울교통공사,6호선,26,신당,37.566174,127.016158
01,수도권,서울교통공사,6호선,27,동묘앞,37.572275,127.015666
01,수도권,서울교통공사,6호선,28,창신,37.579772,127.015246
01,수도권,서울교통공사,6호선,29,보문,37.585293,127.019377
01,수도권,서울교통공사,6호선,30,안암(고대병원앞),37.586261,127.02903
01,수도권,서울교통공사,6호선,31,고려대(종암),37.59034,127.03626
01,수도권,서울교통공사,6호선,32,월곡(동덕여대),37.60192,127.041492
01,수도권,서울교통공사,6호선,33,상월곡(한국과학기술연구원),37.606392,127.048509
01,수도권,서울교통공사,6호선,34,돌곶이,37.610522,127.056419
01,수도권,서울교통공사,6호선,35,석계,37.614937,127.065922
01,수도권,서울교통공사,6호선,36,태릉입구,37.617319,127.074741
01,수도권,서울교통공사,6호선,37,화랑대(서울여대입구),37.619875,127.084106
01,수도권,서울교통공사,6호선,38,봉화산(서울의료원),37.617429,127.0912326
01,수도권,서울교통공사,6호선,39,신내,37.612571,127.104326
01,수도권,서울교통공사,7호선,1,장암,37.70015,127.053126
01,수도권,서울교통공사,7호선,2,도봉산,37.689131,127.046548
01,수도권,서울교통공사,7호선,3,수락산,37.677804,127.055314
01,수도권,서울교통공사,7호선,4,마들,37.664985,127.057701
01,수도권,서울교통공사,7호선,5,노원,37.654478,127.060555
01,수도권,서울교통공사,7호선,6,중계,37.645052,127.064084
01,수도권,서울교통공사,7호선,7,하계,37.636363,127.067999
01,수도권,서울교통공사,7호선,8,공릉(서울과학기술대),37.625642,127.072969
01,수도권,서울교통공사,7호선,9,태릉입구,37.618519,127.075361
01,수도권,서울교통공사,7호선,10,먹골,37.610638,127.077719
01,수도권,서울교통공사,7호선,11,중화,37.602604,127.079254
01,수도권,서울교통공사,7호선,12,상봉(시외버스터미널),37.595673,127.085708
01,수도권,서울교통공사,7호선,13,면목,37.588671,127.087503
01,수도권,서울교통공사,7호선,14,사가정,37.580912,127.088502
01,수도권,서울교통공사,7호선,15,용마산,37.573752,127.086802
01,수도권,서울교통공사,7호선,16,중곡,37.565877,127.084291
01,수도권,서울교통공사,7호선,17,군자(능동),37.557151,127.079484
01,수도권,서울교통공사,7호선,18,어린이대공원(세종대),37.547962,127.07465
01,수도권,서울교통공사,7호선,19,건대입구,37.540882,127.071103
01,수도권,서울교통공사,7호선,20,자양(뚝섬한강공원),37.531558,127.066714
01,수도권,서울교통공사,7호선,21,청담,37.519097,127.051851
01,수도권,서울교통공사,7호선,22,강남구청,37.517185,127.04122
01,수도권,서울교통공사,7호선,23,학동,37.514262,127.031738
01,수도권,서울교통공사,7호선,24,논현,37.511108,127.021385
01,수도권,서울교통공사,7호선,25,반포,37.508171,127.011717
01,수도권,서울교통공사,7호선,26,고속터미널,37.503387,127.005055
01,수도권,서울교통공사,7호선,27,내방,37.48764,126.993541
01,수도권,서울교통공사,7호선,28,총신대입구(이수),37.487521,126.982309
01,수도권,서울교통공사,7호선,29,남성,37.484688,126.971108
01,수도권,서울교통공사,7호선,30,숭실대입구(살피재),37.496258,126.953649
01,수도권,서울교통공사,7호선,31,상도,37.50279,126.947949
01,수도권,서울교통공사,7호선,32,장승배기,37.504845,126.939025
01,수도권,서울교통공사,7호선,33,신대방삼거리,37.499717,126.928218
01,수도권,서울교통공사,7호선,34,보라매,37.499916,126.920112
01,수도권,서울교통공사,7호선,35,신풍,37.500107,126.909806
01,수도권,서울교통공사,7호선,36,대림(구로구청),37.492984,126.896997
01,수도권,서울교통공사,7호선,37,남구로,37.486181,126.887372
01,수도권,서울교통공사,7호선,38,가산디지털단지,37.480376,126.882704
01,수도권,서울교통공사,7호선,39,철산,37.47616,126.868217
01,수도권,서울교통공사,7호선,40,광명사거리,37.47927,126.854854
01,수도권,서울교통공사,7호선,41,천왕,37.486699,126.838684
01,수도권,서울교통공사,7호선,42,온수(성공회대입구),37.492059,126.823294
01,수도권,서울교통공사,8호선,6,암사역사공원,37.557167,127.137556
01,수도권,서울교통공사,8호선,7,암사,37.550127,127.127521
01,수도권,서울교통공사,8호선,8,천호(풍납토성),37.53792,127.123179
01,수도권,서울교통공사,8호선,9,강동구청,37.530348,127.120461
01,수도권,서울교통공사,8호선,10,몽촌토성(평화의문),37.517692,127.11274
01,수도권,서울교통공사,8호선,11,잠실(송파구청),37.514649,127.104267
01,수도권,서울교통공사,8호선,12,석촌,37.505396,127.106995
01,수도권,서울교통공사,8호선,13,송파,37.49978,127.11212
01,수도권,서울교통공사,8호선,14,가락시장,37.493004,127.118279
01,수도권,서울교통공사,8호선,15,문정,37.485931,127.122473
01,수도권,서울교통공사,8호선,16,장지,37.478609,127.126229
01,수도권,서울교통공사,8호선,17,복정,37.471016,127.126746
01,수도권,서울교통공사,8호선,18,남위례,37.462839,127.139047
01,수도권,서울교통공사,8호선,19,산성,37.456886,127.149927
01,수도권,서울교통공사,8호선,20,남한산성입구(성남법원.검찰청),37.451568,127.159845
01,수도권,서울교통공사,8호선,21,단대오거리,37.445057,127.156735
01,수도권,서울교통공사,8호선,22,신흥,37.440952,127.14759
01,수도권,서울교통공사,8호선,23,수진,37.437575,127.140936
01,수도권,서울교통공사,8호선,24,모란,37.433988,127.129921
01,수도권,서울시메트로9호선주식회사,9호선,1,개화,37.578611,126.798333
01,수도권,서울시메트로9호선주식회사,9호선,2,김포공항,37.562056,126.801633
01,수도권,서울시메트로9호선주식회사,9호선,3,공항시장,37.563611,126.810278
01,수도권,서울시메트로9호선주식회사,9호선,4,신방화,37.5675,126.816667
01,수도권,서울시메트로9호선주식회사,9호선,5,마곡나루,37.566717,126.8276071
01,수도권,서울시메트로9호선주식회사,9호선,6,양천향교,37.568333,126.841389
01,수도권,서울시메트로9호선주식회사,9호선,7,가양,37.561111,126.855078
01,수도권,서울시메트로9호선주식회사,9호선,8,증미,37.55785,126.861067
01,수도권,서울시메트로9호선주식회사,9호선,9,등촌,37.551111,126.864722
01,수도권,서울시메트로9호선주식회사,9호선,10,염창,37.546944,126.874722
01,수도권,서울시메트로9호선주식회사,9호선,11,신목동,37.544167,126.883056
01,수도권,서울시메트로9호선주식회사,9호선,12,선유도,37.537778,126.893889
01,수도권,서울시메트로9호선주식회사,9호선,13,당산,37.533844,126.902222
01,수도권,서울시메트로9호선주식회사,9호선,14,국회의사당,37.528611,126.9175
01,수도권,서울시메트로9호선주식회사,9호선,15,여의도,37.521744,126.924167
01,수도권,서울시메트로9호선주식회사,9호선,16,샛강,37.5173,126.9284
01,수도권,서울시메트로9호선주식회사,9호선,17,노량진,37.513667,126.940917
01,수도권,서울시메트로9호선주식회사,9호선,18,노들,37.512726,126.953096
01,수도권,서울시메트로9호선주식회사,9호선,19,흑석(중앙대입구),37.508889,126.963611
01,수도권,서울시메트로9호선주식회사,9호선,20,동작(현충원),37.502878,126.978278
01,수도권,서울시메트로9호선주식회사,9호선,21,구반포,37.501389,126.987222
01,수도권,서울시메트로9호선주식회사,9호선,22,신반포,37.50358,126.99643
01,수도권,서울시메트로9호선주식회사,9호선,23,고속터미널,37.505933,127.004044
01,수도권,서울시메트로9호선주식회사,9호선,24,사평,37.504161,127.015219
01,수도권,서울시메트로9호선주식회사,9호선,25,신논현,37.504444,127.024417
01,수도권,서울시메트로9호선주식회사,9호선,26,언주,37.507287,127.033868
01,수도권,서울시메트로9호선주식회사,9호선,27,선정릉,37.51028,127.0437593
01,수도권,서울시메트로9호선주식회사,9호선,28,삼성중앙,37.513011,127.053282
01,수도권,서울시메트로9호선주식회사,9호선,29,봉은사,37.514219,127.060245
01,수도권,서울시메트로9호선주식회사,9호선,30,종합운동장,37.511156,127.076917
01,수도권,서울시메트로9호선주식회사,9호선,31,삼전,37.504531,127.087211
01,수도권,서울시메트로9호선주식회사,9호선,32,석촌고분,37.502439,127.096611
01,수도권,서울시메트로9호선주식회사,9호선,33,석촌,37.505078,127.106944
01,수도권,서울시메트로9호선주식회사,9호선,34,송파나루,37.51055,127.112451
01,수도권,서울시메트로9호선주식회사,9호선,35,한성백제,37.516369,127.116211
01,수도권,서울시메트로9호선주식회사,9호선,36,올림픽공원(한국체대),37.516111,127.130333
01,수도권,서울시메트로9호선주식회사,9호선,37,둔촌오륜,37.519339,127.138619
01,수도권,서울시메트로9호선주식회사,9호선,38,중앙보훈병원,37.528807,127.148488
01,수도권,남서울경전철주식회사,신림선,1,샛강,37.51721994,126.929404
01,수도권,남서울경전철주식회사,신림선,2,대방,37.51284017,126.9253168
01,수도권,남서울경전철주식회사,신림선,3,서울지방병무청,37.50604687,126.9227834
01,수도권,남서울경전철주식회사,신림선,4,보라매,37.50031271,126.9204859
01,수도권,남서울경전철주식회사,신림선,5,보라매공원,37.49522541,126.9182588
01,수도권,남서울경전철주식회사,신림선,6,보라매병원,37.4929607,126.923886
01,수도권,남서울경전철주식회사,신림선,7,당곡,37.49003911,126.9275688
01,수도권,남서울경전철주식회사,신림선,8,신림,37.48489076,126.9296099
01,수도권,남서울경전철주식회사,신림선,9,서원,37.47827336,126.9332282
01,수도권,남서울경전철주식회사,신림선,10,서울대벤처타운,37.47204068,126.9339766
01,수도권,남서울경전철주식회사,신림선,11,관악산(서울대),37.46916896,126.9449548
01,수도권,주식회사 SR,GTX-A,1,동탄,37.2003594,127.0955764
01,수도권,서해철도주식회사,서해선,10,소사,37.482755,126.7950654
01,수도권,서해철도주식회사,서해선,11,소새울,37.4685046,126.797228
01,수도권,서해철도주식회사,서해선,12,시흥대야,37.4504787,126.793142
01,수도권,서해철도주식회사,서해선,13,신천,37.4391147,126.786835
01,수도권,서해철도주식회사,서해선,14,신현,37.4091399,126.78788
01,수도권,서해철도주식회사,서해선,15,시흥시청,37.3814109,126.805946
01,수도권,서해철도주식회사,서해선,16,시흥능곡,37.3699903,126.808594
01,수도권,서해철도주식회사,서해선,17,달미,37.3490003,126.809318
01,수도권,서해철도주식회사,서해선,18,선부,37.33459,126.81
01,수도권,서해철도주식회사,서해선,19,초지,37.320083,126.808051
01,수도권,서해철도주식회사,서해선,20,시우,37.3130967,126.795503
01,수도권,서해철도주식회사,서해선,21,원시,37.302654,126.7867897
01,수도권,우이신설경전철주식회사,우이신설,1,북한산우이,37.66284,127.01272
01,수도권,우이신설경전철주식회사,우이신설,2,솔밭공원,37.65607,127.01326
01,수도권,우이신설경전철주식회사,우이신설,3,4.19민주묘지,37.64954,127.01371
01,수도권,우이신설경전철주식회사,우이신설,4,가오리,37.64162,127.01681
01,수도권,우이신설경전철주식회사,우이신설,5,화계,37.63428,127.0175
01,수도권,우이신설경전철주식회사,우이신설,6,삼양,37.62706,127.01817
01,수도권,우이신설경전철주식회사,우이신설,7,삼양사거리,37.62144,127.02049
01,수도권,우이신설경전철주식회사,우이신설,8,솔샘,37.62037,127.01357
01,수도권,우이신설경전철주식회사,우이신설,9,북한산보국문,37.61233,127.00816
01,수도권,우이신설경전철주식회사,우이신설,10,정릉,37.60278,127.01345
01,수도권,우이신설경전철주식회사,우이신설,11,성신여대입구,37.59247,127.01656
01,수도권,우이신설경전철주식회사,우이신설,12,보문,37.58551,127.01939
01,수도권,우이신설경전철주식회사,우이신설,13,신설동,37.57659,127.023221
01,수도권,의정부경량전철주식회사,의정부,1,발곡,37.726983,127.052889
01,수도권,의정부경량전철주식회사,의정부,2,회룡,37.72505255,127.0467864
01,수도권,의정부경량전철주식회사,의정부,3,범골,37.7287279,127.0437202
01,수도권,의정부경량전철주식회사,의정부,4,경전철의정부,37.73729974,127.043321
01,수도권,의정부경량전철주식회사,의정부,5,의정부시청,37.73924874,127.034854
01,수도권,의정부경량전철주식회사,의정부,6,흥선,37.74322487,127.0371765
01,수도권,의정부경량전철주식회사,의정부,7,의정부중앙,37.74371903,127.0496332
01,수도권,의정부경량전철주식회사,의정부,8,동오,37.74519123,127.05703
01,수도권,의정부경량전철주식회사,의정부,9,새말,37.74889941,127.063869
01,수도권,의정부경량전철주식회사,의정부,10,경기도청북부청사,37.75073213,127.0714795
01,수도권,의정부경량전철주식회사,의정부,11,효자,37.75398452,127.0773155
01,수도권,의정부경량전철주식회사,의정부,12,곤제,37.75054343,127.0838651
01,수도권,의정부경량전철주식회사,의정부,13,어룡(용현산업단지),37.74272184,127.0852045
01,수도권,의정부경량전철주식회사,의정부,14,송산,37.7371698,127.0872755
01,수도권,의정부경량전철주식회사,의정부,15,탑석,37.73355362,127.0889064
